id,brand_name,generic_name,species,dose_mg_per_kg_min,dose_mg_per_kg_max,concentration_value,concentration_unit,concentration_ml,dosage_form,route,frequency,unit_description,notes
"376","Ovuprost (Bayer)","Cloprostenol","large_animal","0","0","100","mg/ml","1","injectable","IM","single dose","20 ml vial (Bayer)","Category: Prostaglandin hormone. Synthetic prostaglandin hormone Composition: Cloprostenol 250 mcg / ml Physiological function: 1. Leuteolysis of the luteal tissue 2. Stimulate mild uterine contraction Application: 1. Induction of estrus in animals with luteal tissue in ovary (CL or luteal cyst) 2. Induction of birth or abortion in... | DOSING: Fixed per-animal dose. Cloprostenol: 500 mcg IM/cattle, 250 mcg IM/horse. Dinoprost: 25 mg IM/cattle. (NOT weight-based) | Ref: Ref: Plumb's 9th Ed. p. 268."
"377","PGF veyx forte (Veyx)","Cloprostenol","cattle","0","0","0.25","mg/ml","1","injectable","IM","single dose","50 ml vial (Veyx)","Category: Prostaglandin hormone. Synthetic prostaglandin hormone PRESENTATION PGF Veyx forte is a clear, colourless aqueous solution for injection. COMPOSITION Each ml contains: Active substance: - Cloprostenol 0.25 mg (corresponding to 0.263 mg Cloprostenol sodium) Excipients: - Chlorocresol 1 mg INDICATION(S) » Cattle (heifers, c... | DOSING: Fixed per-animal dose. Cloprostenol: 500 mcg IM/cattle, 250 mcg IM/horse. Dinoprost: 25 mg IM/cattle. (NOT weight-based) | Ref: Ref: Plumb's 9th Ed. p. 268."
"378","Galapan (Livisto (Invesa))","Cloprostenol","large_animal","0","0","100","mg/ml","1","injectable","IM","single dose","5 x 20ml amp (Livisto (Invesa))","Category: Prostaglandin hormone. Synthetic prostaglandin hormone Properties: Synthetic prostaglandin Physiological function: 1. Leuteolysis of the luteal tissue 2. Stimulate mild uterine contraction Application: 1. Induction of estrus in animals with luteal tissue in ovary (CL or luteal cyst) 2. Induction of birth or abortion in CL... | DOSING: Fixed per-animal dose. Cloprostenol: 500 mcg IM/cattle, 250 mcg IM/horse. Dinoprost: 25 mg IM/cattle. (NOT weight-based) | Ref: Ref: Plumb's 9th Ed. p. 268."
"379","Oxytocin (Adwia)","Oxytocin","large_animal","0","0","100","mg/ml","1","injectable","IV/IM/SC","as needed","100 ml vial (Adwia)","Category: Oxytocin hormone. Composition: Each 1 ml contains: - Oxytocin 10 I.U. Properties: 1. Oxytocin is a hormone; influence the contraction of uterine musculature at the time of parturition, and few days after parturition. 2. Oxytocin facilitates parturition process, expulsion of fetus and placenta also helps in uterine in... | DOSING: Per-animal. Cattle: 20-100 IU IM/IV slow. Horses: 10-20 IU IM/IV slow. Dogs: 2-20 IU IM/SC. Cats: 2-5 IU IM/SC. (NOT weight-based mg/kg) | Ref: Ref: Plumb's 9th Ed. p. 896."
"380","Streptosoid (Pharma swede)","Streptomycin","poultry","10","20","100","mg/ml","1","injectable","IM","q12-24h IM","100 gm Powder (Pharma swede)","Category: Antibiotic (Aminoglycoside). Composition: Each 1 gm contains: - Streptomycin Sulphate 1000 mg (eq to streptomycin 798.2 mg) Indications: Enteritis and diarrhea caused by Salmonella spp. and E. coli in poultry, calves, and lambs Dosage: - To be added to drinking water - Poultry: 1 – 2 gm. STREPTOSOID / 8 liter of drinking water ... | Ref: Cattle/Horses 10-20 mg/kg IM q12-24h. Dogs/Cats 10-15 mg/kg IM q12h. Plumb's."
"381","Syntocinon (Novartis)","Oxytocin","dogs and cats","0","0","100","mg/ml","1","intrauterine solution","Intrauterine","as needed","Ampoule (Novartis)","Category: Pituitary Hormone (Oxytocic). Stimulates rhythmic contraction of uterine smooth muscle and contraction of myoepithelial cells in mammary alveoli (milk letdown). Indications: Uterine inertia (dystocia - ensure cervix is dilated!), retained placenta, post-partum uterine hemorrhage, agalactia, and post-partum uterine involution. Dosage: Cattle/Horses: 10-30 IU IV/IM; Swine: 10-20 IU IM; Dogs: 1-5 IU SC/IM. Ref: Plumb's 9th Ed. p. 896. | DOSING: Per-animal fixed dose. Cattle: 100-250 mcg (or 10-20 mcg Buserelin) IM/IV. (NOT weight-based mg/kg). Ref: Plumb's 9th Ed."
"382","Sensiblex (Veyx)","Denaverine HCL","large_animal","0","0","40","mg/ml","1","injectable","IM/IV","q24h","50 ml vial (Veyx)","Category: Ecbolic. COMPOSITION Each ml contains: Active substance: - Denaverine hydrochloride 40 mg (eq to 36.5 mg Denaverine) Excipients: - Benzyl alcohol (E1519) 20 mg - Propylene glycol - Hydrochloric acid (for pH adjustment) - Water for injections PHARMACEUTICAL FORM Clear, colourless solution for injection Target..."
"383","Vagiprost (N/A)","Misoprostol","sheep_goat","0","0","100","mg/ml","1","intrauterine bolus","Intrauterine","per protocol","4 vaginal tablets (N/A)","Category: Prostaglandin hormone. Properties: Prostaglandin E1 analog Application: Induction of birth in small ruminants especially goat Dosage: • 1-2 tabs intravaginal | DOSING: Per-animal fixed dose. Sheep/Goats: 100-200 mcg vaginally for cervical ripening. (NOT weight-based)"
"384","Metricure (MSD Co. (Intervet))","Cefapirin","cattle","0","0","500","mg/ml","1","intrauterine solution","Intrauterine","q24h","Syringes (MSD Co. (Intervet))","Category: Antibiotic (Cephalosporin). Metricure® 500 mg Intrauterine suspension An intrauterine suspension of cefapirin for treatment of endometritis in cows. Cefapirin, a first generation cephalosporin, is a broad spectrum antibiotic with bactericidal action against gram-positive and gram-negative bacteria. Cefapirin is resistant to th... | DOSING: 1-2 boluses or 1 vial/syringe intrauterine infusion post-calving or for endometritis/metritis treatment."
"385","Metricyclin (kela Co.)","Chlortetracycline","large_animal","0","0","100","mg/bolus","1","bolus","PO","q24h","Tablets (kela Co.)","Category: Antibiotic (Tetracycline). Properties: Tetracycline antibiotic Indications: For the prevention and treatment of uterine infections after parturition, caused by chlortetracycline sensitive germs. Dosage: - Insert the bolus as deep as possible in the uterus. - Cows: Prevention: 1 bolus, Treatment: 1-2 boli - Ewes, goats: Preven... | DOSING: 1-2 boluses or 1 vial/syringe intrauterine infusion post-calving or for endometritis/metritis treatment."
"386","Univet Multidose (Univet Co.)","Rafoxanide + Levamisole","large_animal","7.5","7.5","22.5","mg/ml","1","oral solution","PO","q24h","2.5 L Bottle (Univet Co.)","Category: Anthelmintic. COMPOSITION Each ml contains: - Rafoxanide 22.5 mg - Levamisole Hydrochloride 15.0 mg Pharmacodynamic properties - Rafoxanide, one of the active principles of MULTIDOSE, is one of a group of halogenated salicylanilides with the chemical formula (3’-chloro-4’-(p-chlorophenoxy)-3, 5-diiodosalicylanili... | Ref: Ref: Plumb's 9th Ed. p. 660."
"387","Bovipak (Mervue)","Silymarin + Carnitine + Choline + B-Vitamins","large_animal","0","0","500","mg/ml","1","oral solution","PO","q24h","1L Bottle (Mervue)","Category: Metabolic Tonic / Liver Support. Concentrated vitamins, carnitine, choline, silymarin (milk thistle), and propylene glycol. Indications: Subclinical/clinical ketosis, fatty liver syndrome, and post-partum anorexia in dairy cows. Dosage: Cattle: 100 mL PO daily for 3-5 days. Ref: Manufacturer label."
"388","Vagyl (N/A)","Sodium Bicarbonate + Boric acid + Menthol","large_animal","0","0","100","mg/ml","1","intrauterine solution","Intrauterine","q24h","10 Sachet (N/A)","Category: Vaginal Wash. Properties: (Astringent, antiseptic and mucolytic) Content: Sodium bicarbonate, boric acid or alum, sodium chloride or sodium chlorophyll and menthol. Indications: Treatment of Pyometra. Dosage: • 4 sachets dissolved in 1 liter warm distilled water or normal saline then intrauterine infusion 2-3 tre... | DOSING: Apply topically to affected area BID or as directed on label. For external veterinary use only."
"389","Ovurelin (Bayer)","Gonadorelin","large_animal","0","0","100","mg/ml","1","injectable","IV/IM","single dose","20 ml vial (Bayer)","Category: GnRh hormone. Natural GnRh hormone Ovurelin Aqueous lnjectable Solution Gonadotrophin Releasing Hormone (GnRH) Sterile Injection. COMPOSITION Each 1 ml contains: - Gonadorelin (as acetate) 100 mcg PROPERTIES Ovurelin is a clear, colourless, sterile solution for use in the synchronisation of oestrus in combination... | DOSING: Per-animal fixed dose. Cattle: 100-250 mcg IM/IV. Horses: 50-100 mcg IM. (NOT weight-based mg/kg) | Ref: Ref: Plumb's 9th Ed. p. 518."
"390","Avimec liquid (Avico)","Ivermectin","large_animal","0.2","0.2","0.8","mg/ml","1","oral solution","PO","single dose (repeat in 2 weeks if needed)","1L Bottle (Avico)","Category: Anthelmintic. Anthelmintic (Avermectin) Composition: Each 1 ml contains: Ivermectin 0.8 mg Properties - The Ivermectin family of compounds of which Ivermectin is a member kills certain parasitic nematodes (roundworms) and arthropods. - The action is unique and not shared by other antiparasitic agents and involves... | Ref: Cattle/Sheep/Goats 0.2 mg/kg SC or PO. Horses 0.2 mg/kg PO. Plumb's Vet Drug Handbook."
"391","Osimectin 80 (Arabcomed)","Ivermectin","large_animal","0.2","0.2","100","mg/ml","1","oral solution","PO","single dose (repeat in 2 weeks if needed)","1L Bottle (Arabcomed)","Category: Anthelmintic. Anthelmintic (Avermectin) Composition Each 1 ml contains: - Ivermectin 800 μg Properties - Ivermectin belongs Pharmacotherapeuticgroup of anthelmintic 3-AV. - Ivermectin is a 22, 23-dihydro derivative of an avermectin (which is a fermentation product produced by Streptomyces avermitilis) and consist... | Ref: Cattle/Sheep/Goats 0.2 mg/kg SC or PO. Horses 0.2 mg/kg PO. Plumb's Vet Drug Handbook."
"392","Curafluke 10% (Univet Co.)","Fenbendazole + Rafoxanide","large_animal","7.5","15","100","mg/ml","1","oral solution","PO","single dose","1L Bottle (Univet Co.)","Category: Anthelmintic. COMPOSITION Each 1 ml contains: - Fenbendazole 100 mg - Rafoxanide 100 mg Pharmacodynamic properties - Fenbendazole, like many benzimidazoles, blocks fumarate reductase which results in the inhibition of the formation of adenosine triphosphate (involved in mitochondrial energy). There is also eviden... | Ref: Cattle 7.5-15 mg/kg PO; Sheep 7.5-15 mg/kg PO. Merck Vet Manual."
"393","Avimec Pour-on (Avico)","Ivermectin","large_animal","0.2","0.2","100","mg/ml","1","pour-on","Pour-on","single dose (repeat in 2 weeks if needed)","200 ml Bottle (Avico)","Category: Anthelmintic. Anthelmintic (Avermectin) Composition: Each 1 ml contains: Ivermectin 5 mg Properties - The Ivermectin family of compounds of which Ivermectin is a member kills certain parasitic nematodes (roundworms) and arthropods. - The action is unique and not shared by other antiparasitic agents and involves a... | Ref: Cattle/Sheep/Goats 0.2 mg/kg SC or PO. Horses 0.2 mg/kg PO. Plumb's Vet Drug Handbook."
"394","Naxcel (Zoetis)","Ceftiofur","large_animal","1.1","2.2","50","mg/ml","1","injectable","IM/IV","q8h","1-4 gm vial (Zoetis)","Category: Antibiotic (3rd Gen Cephalosporin). Advanced veterinary cephalosporin with excellent Gram-negative and Gram-positive efficacy. Indications: Bovine Respiratory Disease, Acute interdigital necrobacillosis (Foot rot), and Acute post-partum metritis. Dosage: Cattle/Swine 1.1-2.2 mg/kg IM/SC q24h for 3-5 days. Advantage: 0-day milk withdrawal in dairy cattle! Meat withdrawal: 4 days. Ref: Plumb's 9th Ed. p. 202."
"395","Levamisole (Avico)","Levamisole","poultry","5","8","100","mg/ml","1","oral solution","PO","single dose","1L Bottle (Avico)","Category: Anthelmintic. Anthelmintic (Imidazothiazole) Composition: Each 1 ml contains: - Levamisole Hydrachloride 118 gm Properties - Levamisole Hydrochloride (Levamisole avico Liquid) is a highly acceptable antinematodal drug because of its broad range of activity in a large number of hosts (sheep, cattle, horse, chicken... | Ref: Cattle/Sheep 5-8 mg/kg SC/PO. Dogs (immunostimulant) 0.5-1 mg/kg PO EOD. Plumb's."
"396","Levapan (Pharma swede)","Levamisole","large_animal","5","8","100","mg/bolus","1","bolus","PO","single dose","Tablets (Pharma swede)","Category: Anthelmintic. Anthelmintic (Imidazothiazole) Indications: Effectively for both larval and adult stages of nematodes in the gastro-intestinal tract and lungs. Dosage: - Cattle: 1 bolus /70kg - Sheep and goat: 0.5 bolus/35kg Withdrawal: • Meat: 3 days • Milk: 1 day | Ref: Cattle/Sheep 5-8 mg/kg SC/PO. Dogs (immunostimulant) 0.5-1 mg/kg PO EOD. Plumb's."
"397","Levasol (Jovet)","Levamisole","large_animal","5","8","100","mg/ml","1","oral drench","PO","single dose","1L Bottle (Jovet)","Category: Anthelmintic. Anthelmintic (Imidazothiazole) Indications: Effectively for both larval and adult stages of nematodes in the gastro-intestinal tract and lungs. Dosage: by oral drenching 1 ml / 15kg Withdrawal: • Meat: 3 days • Milk: 1 day | Ref: Cattle/Sheep 5-8 mg/kg SC/PO. Dogs (immunostimulant) 0.5-1 mg/kg PO EOD. Plumb's."
"398","Rafoxanide 3% (Memphis)","Rafoxanide","sheep_goat","7.5","7.5","7.5","mg/ml","1","oral solution","PO","q24h","100 ml Bottle (Memphis)","Category: Anthelmintic. Anthelmintic (Salicylanilide) Composition: - Rafoxanide 3% W/V Properties & Indications: - Rafoxanide is a halogenated salicylanilide, it is highly effective in cases of facsioliasis&haemonchiasis and is mainly indicated for the treatment of acute and chronic liver flukes infestation in sheep and ca... | Ref: Ref: Merck Vet Manual."
"399","Flukanil Bolus (Pharma swede)","Rafoxanide","large_animal","7.5","15","600","mg/bolus","1","bolus","PO","single dose","Tablets (Pharma swede)","Category: Anthelmintic. Anthelmintic (Salicylanilide) Composition: Each 1 “Bolus” contains: Rafoxanide 600 mg. Indications: - Fascioliasis in cattle and sheep gastrointestinal nematodes such as Haemonchus spp - Bunstomum spp and Oesophagostomum spp - Nasal bot fly in sheep (Osterus Ovis) Dosage: - To be given orally as a s... | Ref: Cattle 7.5-15 mg/kg PO; Sheep 7.5-15 mg/kg PO. Merck Vet Manual."
"400","Energomax-20 (Selmore)","L-Carnitine","dogs and cats","50","100","100","mg/ml","1","injectable","IM","q24h PO","50 ml vial (Selmore)","Category: Supportive treatment. COMPOSITION Each ml contains: - L-Carnitine (synthetic) 200 mg - Purified water up to 1 mL DOSAGE - Cattle & Horse: 3 ml \ 100 kg body weight. - Dogs: 1 ml \ 10 kg body weight. - Poultry: 1 ml \ 1 Liter in drinking water STORAGE Store in dry place away from direct sun light. M.L. No: 000507 Pak. Reg... | Ref: Dogs 50-100 mg/kg PO q24h (dilated cardiomyopathy). Merck Vet Manual."
"401","Albendazole 2.5% (Arabcomed)","Albendazole","large_animal","5","15","100","mg/ml","1","oral solution","PO","single dose PO","1L Bottle (Arabcomed)","Category: Anthelmintic. Anthelmintic (Benzimidazole) Indications: • Avery effective anthelmintic recommended for the treatment of the different worm Infestations such as round, lung and tape worms as well as liver flukes in cattle, buffaloes, calves, sheep & goats. • Also, it kills the eggs of worms and flukes. Dose: - Ora... | Ref: Ruminants 5-15 mg/kg PO. Horses 5-10 mg/kg PO x 5 days. Merck Vet Manual."
"402","Lemcozole 2.5% (MAPCO)","Albendazole","dogs and cats","5","15","100","mg/ml","1","oral solution","PO","single dose PO","1L Bottle (MAPCO)","Category: Anthelmintic. Anthelmintic (Benzimidazole) Indications: • Avery effective anthelmintic recommended for the treatment of the different worm Infestations such as round, lung and tape worms as well as liver flukes in cattle, buffaloes, calves, sheep & goats. • Also, it kills the eggs of worms and flukes. Dose: - Cat... | Ref: Ruminants 5-15 mg/kg PO. Horses 5-10 mg/kg PO x 5 days. Merck Vet Manual."
"403","Tramazole 10% (Univet Co.)","Albendazole","cattle","7.5","7.5","7.5","mg/ml","1","oral solution","PO","q24h","1L Bottle (Univet Co.)","Category: Anthelmintic. Anthelmintic (Benzimidazole) COMPOSITION Albendazole 10 % w/v Pharmacodynamic properties - Tramazole 10% is a broad spectrum multi-purpose anthelmintic for the control of mature and developing immature forms of gastrointestinal roundworms, lungworms, tapeworm and adult liver fluke in cattle and shee... | Ref: Ref: Plumb's 9th Ed. p. 26."
"404","Gastole (Adwia)","Ivermectin + Triclabendazole","large_animal","0.2","0.2","50","mg/ml","1","oral solution","PO","single dose (repeat in 2 weeks if needed)","Bottle (Adwia)","Category: Anthelmintic. Composition Each 1 ml contains : Triclabendazole 50 mg. Ivermectin 1 mg. Indications: • Eradicates Internal parasites such as liver flukes as Fasciola (in case of early immature, immature and mature Fasciola stages), gastro-intestinal round worms , lung worms, tissue invading flays larvae . • Eradic... | Ref: Cattle/Sheep/Goats 0.2 mg/kg SC or PO. Horses 0.2 mg/kg PO. Plumb's Vet Drug Handbook."
"405","Fluke-scan (Arabcomed)","Triclabendazole","large_animal","12","12","12","mg/ml","1","oral solution","PO","q24h","1L Bottle (Arabcomed)","Category: Anthelmintic. Anthelmintic (Benzimidazole) Composition: Each 100 ml Contains: - Triclabendazole 10 gm Properties: Triclabendazole, the active ingredient of Fluke-Scan 10% pinds to B-tubulin, a structural protein, and blocks polymerization of tubulin into microtubules. This damages the inteqrity and transport Tunc... | Ref: Ref: Merck Vet Manual."
